yyyymm,g_t,y_true,y_hat
201704,"[ 6.34291214e-04 -4.46783762e-04 -4.90742027e-05 -4.31578180e-04
  1.44486691e-04]",2.4423073128040627,0.3478662579104565
201705,"[5.01511817e-04 3.31388968e-04 4.16756582e-04 1.98120659e-05
 4.38929496e-04]",-0.9515845372868419,0.1484405516015799
201706,"[ 6.24530259e-04  3.85162560e-04 -4.66633338e-05  4.41654829e-04
 -6.64679554e-05]",1.854965666448412,0.2108332570383265
201707,"[-4.64509640e-04  5.21083180e-04  3.91156177e-04 -6.58236023e-05
 -5.10552313e-04]",1.0322156233956794,0.029830128658400037
201708,"[-3.68460583e-04 -2.14944936e-04  5.31189264e-04  3.81864796e-04
  8.09823583e-05]",-1.6083880145537315,0.052835398121535045
201709,[ 0.00084677  0.00027026 -0.00015937 -0.00041363 -0.00039082],1.5687411776048719,0.36122777140611734
201710,"[ 8.08911429e-04  6.14877404e-04 -3.15506155e-04  9.54472770e-05
  3.83087557e-04]",0.18526515071388772,0.19145272390526188
201711,[ 0.00056898 -0.00057684 -0.00061081 -0.00028613 -0.00018797],-0.11631673130220041,0.3909126626599706
201712,[-0.00028547 -0.00040682 -0.00044443  0.00059775  0.00028766],1.7650860472879164,0.07643126185895129
201801,[-0.00037258  0.00022267 -0.00033795 -0.00044205 -0.00054336],0.6028195296548866,0.12620340634357652
201802,"[ 5.36326194e-04 -5.72636744e-05  3.07833786e-04  2.34951750e-04
  3.43128185e-04]",-0.15720325011431624,0.20878393579391785
201803,"[-8.59890061e-05  5.67913343e-04  5.42805444e-05  3.15270308e-04
  2.32869367e-04]",0.09620800806703043,0.003408949460028456
201804,"[ 3.11560407e-05  1.75652265e-04 -5.80637624e-04 -3.40717362e-05
 -3.48836547e-04]",-0.301457652386604,0.17850508012895938
201805,"[-3.77199929e-05  5.85857782e-05 -8.88520318e-05  6.13364711e-04
  6.19610343e-05]",0.5986068324035618,0.08744288329367314
201806,"[-1.38519403e-04 -4.84941439e-05 -1.39803102e-04  5.91129499e-05
  6.60189383e-04]",2.145164890828634,0.04199432837310521
201807,"[ 6.61817077e-04  4.31938278e-05  1.54847777e-04 -1.22232523e-04
  1.32104910e-04]",0.7892418705863803,0.269390385144557
201808,"[ 4.68666059e-04  4.35215163e-04  4.38960243e-05 -1.53094166e-04
 -1.47270265e-04]",0.4657452716509491,0.21136916717090623
201809,"[ 7.15219631e-04  2.78236386e-04 -1.97337584e-04  8.95550650e-05
 -2.02982936e-04]",-0.14257171587459125,0.2825896113669215
201810,[ 0.00119114  0.00038005  0.00022598  0.0002926  -0.00020063],3.038396273476552,0.3533900210817038
201811,[ 0.00138293 -0.00035264 -0.000313   -0.0002084  -0.00017315],1.8669821141467042,0.5260472160449687
201812,[ 0.00069991 -0.00112031  0.00030106  0.00035971 -0.00017979],-2.4544964504869293,0.4398771380205871
201901,[ 0.00080273  0.00013167 -0.00111336 -0.00033601 -0.00031794],0.2363307775691334,0.3731262322504496
201902,[ 0.00068624 -0.00039863  0.00016701  0.00109393 -0.00033245],0.12997046893255643,0.3198897835816123
201903,"[ 6.65909622e-04  8.62610828e-05  2.40495001e-04 -1.40159767e-04
 -1.15400589e-03]",1.7379708560425962,0.4136062935922971
201904,"[ 1.05184161e-03  1.09899996e-04 -5.16777744e-05 -2.52360744e-04
  4.55550140e-05]",0.3151464928274158,0.3655017257550799
201905,"[-8.84085053e-04 -6.45070161e-04  2.11717671e-04  4.24681003e-05
  2.63436628e-04]",3.2462081194242436,0.0016073543869330991
201906,"[ 7.27938170e-04  4.73497719e-04 -5.77993006e-04 -2.05402875e-04
 -1.95247015e-05]",2.657398183732103,0.2606177388178167
201907,[-0.00083482 -0.00043508 -0.00048192 -0.00056518 -0.00012863],0.4712928782493372,0.07497810299847443
201908,[-0.00082139  0.00047969 -0.00052742 -0.00033487  0.00051398],0.48678648536887326,-0.13082766355766257
201909,[ 0.00066118 -0.00078753  0.00012671  0.00055523  0.00012497],1.9046760443275716,0.34372528007877656
201910,[ 0.00099567  0.00014743 -0.00068968 -0.00010644  0.00038861],1.4550159187446718,0.3108897274426537
201911,"[-8.14099551e-04 -4.79216163e-04  1.87051079e-04  6.69327885e-04
 -9.71442621e-05]",-0.7081080490362851,0.002149800215679834
201912,[-0.00061722 -0.00064103  0.00029878  0.00029808 -0.00059235],-0.7638369510321483,0.142615782289636
202001,[-0.00082494 -0.00038918  0.00059639  0.00035414 -0.0002525 ],-0.4131758565625655,0.01660609195779658
202002,[-0.00098852  0.00025641 -0.00056118  0.0003245   0.00019976],0.8214649702120657,-0.13670091293811454
202003,[-0.00077291  0.00054369 -0.0001865   0.00057717 -0.00019396],-0.9373541169866308,-0.1028278956289213
202004,[ 0.00098097 -0.00033498  0.00059855 -0.00026878  0.00049581],0.1617899456871795,0.3473689296938455
202005,[ 0.00141579 -0.00020419 -0.00066268 -0.00039238 -0.00014389],-2.1338808045263224,0.5259269504890774
202006,"[-1.18661479e-03 -7.31150651e-04  9.97106066e-05  6.66992637e-04
  3.78718955e-04]",0.2732649606079034,-0.09853480076415344
202007,[-0.00118593 -0.00074299 -0.00066268  0.00018939 -0.00054335],1.1687375414075605,0.049434280819590296
202008,[-0.00123498  0.00034625 -0.00063104  0.00056394  0.00016607],-0.051438970370966786,-0.21018784710123903
202009,[0.00063814 0.00101499 0.00046528 0.00064405 0.00053502],0.4196101332242132,0.04020844831785603
202010,"[ 1.10515511e-03  7.84605171e-05 -8.44255635e-04  5.12515868e-04
  4.95434597e-04]",-0.5249420961826892,0.2995362414798577
202011,"[ 1.25820853e-03  4.38885464e-05 -1.98237740e-04 -6.15948862e-04
 -4.18740861e-04]",-0.24564914907236512,0.4954804810279208
